Arthropod Taxa	Arthropod Species Scientific Name	Common Name	Tree Host(s)*	Endangered Risk Rating	Reference(s)	referenceCitation
Coleoptera	Amphicerus bicaudatus (Say)	Apple Twig Borer	Ulmus parvifolia	Low	Cranshaw (2004)	Cranshaw W (2004) Garden insects of North America: the ultimate guide to backyard bugs. Princeton University Press, New Jersey
Coleoptera	Amphicerus bicaudatus (Say)	Apple Twig Borer	Vitis vinifera	Low	Craighead (1949)	Craighead FC (1949) Insect enemies of eastern forests. USDA Miscellaneous Publication No. 657, Washington, DC
Coleoptera	Amphicerus bicaudatus (Say)	Apple Twig Borer	Vitis vinifera	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Coleoptera	Amphicerus bicaudatus (Say)	Apple Twig Borer	Vitis vinifera	Low	Cranshaw (2004)	Cranshaw W (2004) Garden insects of North America: the ultimate guide to backyard bugs. Princeton University Press, New Jersey
Coleoptera	Amphicerus bicaudatus (Say)	Apple Twig Borer	Other Species	Low	Craighead (1949)	Craighead FC (1949) Insect enemies of eastern forests. USDA Miscellaneous Publication No. 657, Washington, DC
Coleoptera	Amphicerus bicaudatus (Say)	Apple Twig Borer	Other Species	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Coleoptera	Amphicerus bicaudatus (Say)	Apple Twig Borer	Other Species	Low	Cranshaw (2004)	Cranshaw W (2004) Garden insects of North America: the ultimate guide to backyard bugs. Princeton University Press, New Jersey
Coleoptera	Anthicus nitidulus LeConte		Fraxinus latifolia	Moderate	Keen (1958)	Keen FP (1958) Cone and seed insects of western forest trees. USDA Forest Service, Technical Bulletin No. 1169
Coleoptera	Anthicus nitidulus LeConte		Pinus ponderosa	Moderate	Keen (1958)	Keen FP (1958) Cone and seed insects of western forest trees. USDA Forest Service, Technical Bulletin No. 1169
Coleoptera	Anthicus nitidulus LeConte		Pseudotsuga menziesii	Moderate	Keen (1958)	Keen FP (1958) Cone and seed insects of western forest trees. USDA Forest Service, Technical Bulletin No. 1169
Coleoptera	Apion porosicolle Gemm.		Fraxinus latifolia	High	Keen (1958)	Keen FP (1958) Cone and seed insects of western forest trees. USDA Forest Service, Technical Bulletin No. 1169
Coleoptera	Brothylus conspersus LeConte		Fraxinus latifolia	Low	Linsley (1962)	Linsley EG (1962) The Cerambycidae of North America. Part III. Taxonomy and classification of the subfamily Cermabycinae, Tribes Osimini through Megaderini, vol 20. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Brothylus conspersus LeConte		Quercus chrysolepis	Low	Linsley (1962)	Linsley EG (1962) The Cerambycidae of North America. Part III. Taxonomy and classification of the subfamily Cermabycinae, Tribes Osimini through Megaderini, vol 20. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Brothylus conspersus LeConte		Quercus douglasii	Low	Linsley (1962)	Linsley EG (1962) The Cerambycidae of North America. Part III. Taxonomy and classification of the subfamily Cermabycinae, Tribes Osimini through Megaderini, vol 20. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Brothylus conspersus LeConte		Quercus garryana	Low	Linsley (1962)	Linsley EG (1962) The Cerambycidae of North America. Part III. Taxonomy and classification of the subfamily Cermabycinae, Tribes Osimini through Megaderini, vol 20. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Brothylus conspersus LeConte		Quercus lobata	Low	Linsley (1962)	Linsley EG (1962) The Cerambycidae of North America. Part III. Taxonomy and classification of the subfamily Cermabycinae, Tribes Osimini through Megaderini, vol 20. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Abelia	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Berberis thunbergii	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Forsythia	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Fraxinus	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Camellia	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Cornus	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Deutzia	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Ilex	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Kalmia latifolia	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Kalreuteria	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Ligustrum	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Mimosa	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Rhododendron	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Spirea	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Syringa	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Tsuga	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Viburnum	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Weigela	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Callirhopalus bifasciatus Roelofs- Exotic	Twobanded Japanese Weevil	Other Species	Low	Johnson and Lyon (1988)	Johnson WT, Lyon HH (1988) Insects that feed on trees and shrubs, 2nd edn. Cornell University Press, Ithaca
Coleoptera	Calloides nobalis nobalis (Harris)		Castanea sativa	Low	Linsley (1964)	Linsley EG (1964) The Cerambycidae of North America. Part V. Taxonomy and classification of the subfamily Cermabycinae, Tribes Callichromini through Ancylocerini, vol 22. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Calloides nobalis nobalis (Harris)		Castanea sativa	Low	Yanega (1996)	Yanega D (1996) Field guide to northeastern longhorned beetles (Coleoptera: Cerambycidae) . Illinois Natural History Survey Manual 6
Coleoptera	Calloides nobalis nobalis (Harris)		Castanea vesca	Low	Linsley (1964)	Linsley EG (1964) The Cerambycidae of North America. Part V. Taxonomy and classification of the subfamily Cermabycinae, Tribes Callichromini through Ancylocerini, vol 22. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Calloides nobalis nobalis (Harris)		Castanea vesca	Low	Yanega (1996)	Yanega D (1996) Field guide to northeastern longhorned beetles (Coleoptera: Cerambycidae) . Illinois Natural History Survey Manual 6
Coleoptera	Calloides nobalis nobalis (Harris)		Fraxinus	Low	Linsley (1964)	Linsley EG (1964) The Cerambycidae of North America. Part V. Taxonomy and classification of the subfamily Cermabycinae, Tribes Callichromini through Ancylocerini, vol 22. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Calloides nobalis nobalis (Harris)		Fraxinus	Low	Yanega (1996)	Yanega D (1996) Field guide to northeastern longhorned beetles (Coleoptera: Cerambycidae) . Illinois Natural History Survey Manual 6
Coleoptera	Calloides nobalis nobalis (Harris)		Quercus	Low	Linsley (1964)	Linsley EG (1964) The Cerambycidae of North America. Part V. Taxonomy and classification of the subfamily Cermabycinae, Tribes Callichromini through Ancylocerini, vol 22. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Calloides nobalis nobalis (Harris)		Quercus	Low	Yanega (1996)	Yanega D (1996) Field guide to northeastern longhorned beetles (Coleoptera: Cerambycidae) . Illinois Natural History Survey Manual 6
Coleoptera	Centrodera decolorata (Harris)		Acer	Low	Linsley and Chemsak (1972)	Linsley EG, Chemsak JA (1972) The Cerambycidae of North America. Part VI, No. 1. Taxonomy and classification of the subfamily Lepturinae, vol 69. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Centrodera decolorata (Harris)		Acer	Low	Vlasak and Vlasakova (2002)	Vlasak J, Vlasakova K (2002) Records of Cerambycidae (Coleoptera)  in Massachusetts with notes on larval hosts. Coleop Bull 56:203–219
Coleoptera	Centrodera decolorata (Harris)		Castanea dentata	Low	Linsley and Chemsak (1972)	Linsley EG, Chemsak JA (1972) The Cerambycidae of North America. Part VI, No. 1. Taxonomy and classification of the subfamily Lepturinae, vol 69. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Centrodera decolorata (Harris)		Castanea dentata	Low	Vlasak and Vlasakova (2002)	Vlasak J, Vlasakova K (2002) Records of Cerambycidae (Coleoptera)  in Massachusetts with notes on larval hosts. Coleop Bull 56:203–219
Coleoptera	Centrodera decolorata (Harris)		Fraxinus	Low	Linsley and Chemsak (1972)	Linsley EG, Chemsak JA (1972) The Cerambycidae of North America. Part VI, No. 1. Taxonomy and classification of the subfamily Lepturinae, vol 69. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Centrodera decolorata (Harris)		Fraxinus	Low	Vlasak and Vlasakova (2002)	Vlasak J, Vlasakova K (2002) Records of Cerambycidae (Coleoptera)  in Massachusetts with notes on larval hosts. Coleop Bull 56:203–219
Coleoptera	Centrodera decolorata (Harris)		Fagus grandifolia	Low	Linsley and Chemsak (1972)	Linsley EG, Chemsak JA (1972) The Cerambycidae of North America. Part VI, No. 1. Taxonomy and classification of the subfamily Lepturinae, vol 69. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Centrodera decolorata (Harris)		Fagus grandifolia	Low	Vlasak and Vlasakova (2002)	Vlasak J, Vlasakova K (2002) Records of Cerambycidae (Coleoptera)  in Massachusetts with notes on larval hosts. Coleop Bull 56:203–219
Coleoptera	Centrodera decolorata (Harris)		Juglans	Low	Linsley and Chemsak (1972)	Linsley EG, Chemsak JA (1972) The Cerambycidae of North America. Part VI, No. 1. Taxonomy and classification of the subfamily Lepturinae, vol 69. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Centrodera decolorata (Harris)		Juglans	Low	Vlasak and Vlasakova (2002)	Vlasak J, Vlasakova K (2002) Records of Cerambycidae (Coleoptera)  in Massachusetts with notes on larval hosts. Coleop Bull 56:203–219
Coleoptera	Centrodera decolorata (Harris)		Liriodendron tulipifera	Low	Linsley and Chemsak (1972)	Linsley EG, Chemsak JA (1972) The Cerambycidae of North America. Part VI, No. 1. Taxonomy and classification of the subfamily Lepturinae, vol 69. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Centrodera decolorata (Harris)		Liriodendron tulipifera	Low	Vlasak and Vlasakova (2002)	Vlasak J, Vlasakova K (2002) Records of Cerambycidae (Coleoptera)  in Massachusetts with notes on larval hosts. Coleop Bull 56:203–219
Coleoptera	Centrodera decolorata (Harris)		Malus	Low	Linsley and Chemsak (1972)	Linsley EG, Chemsak JA (1972) The Cerambycidae of North America. Part VI, No. 1. Taxonomy and classification of the subfamily Lepturinae, vol 69. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Centrodera decolorata (Harris)		Malus	Low	Vlasak and Vlasakova (2002)	Vlasak J, Vlasakova K (2002) Records of Cerambycidae (Coleoptera)  in Massachusetts with notes on larval hosts. Coleop Bull 56:203–219
Coleoptera	Centrodera decolorata (Harris)		Quercus	Low	Linsley and Chemsak (1972)	Linsley EG, Chemsak JA (1972) The Cerambycidae of North America. Part VI, No. 1. Taxonomy and classification of the subfamily Lepturinae, vol 69. University of California Publications in Entomology, University of California Press, Berkeley and Los Angeles
Coleoptera	Centrodera decolorata (Harris)		Quercus	Low	Vlasak and Vlasakova (2002)	Vlasak J, Vlasakova K (2002) Records of Cerambycidae (Coleoptera)  in Massachusetts with notes on larval hosts. Coleop Bull 56:203–219
Coleoptera	Chrysobothris femorata (Olivier)		Acer	Low	Bright (1987)	Bright DE (1987) The metallic wood-boring beetles of Canada and Alaska, Coleoptera: Buprestidae. The insects and arachnids of Canada, part 15. Biosystematics Research Center, Ottawa
Coleoptera	Chrysobothris femorata (Olivier)		Castanea dentata	Low	Bright (1987)	Bright DE (1987) The metallic wood-boring beetles of Canada and Alaska, Coleoptera: Buprestidae. The insects and arachnids of Canada, part 15. Biosystematics Research Center, Ottawa
Coleoptera	Chrysobothris femorata (Olivier)		Celtis occidentalis	Low	Bright (1987)	Bright DE (1987) The metallic wood-boring beetles of Canada and Alaska, Coleoptera: Buprestidae. The insects and arachnids of Canada, part 15. Biosystematics Research Center, Ottawa
